main_champion,main_champion_games,counter_champion,delta,matchup_games
Alistar,,Zilean,-0.09,7718
Alistar,,Quinn,-2.59,284
Alistar,,Milio,0.07,13361
Alistar,,Zaahen,-4.93,166
Alistar,,Rakan,-0.69,11028
Alistar,,Leona,0.75,47026
Alistar,,Lux,-1.15,33130
Alistar,,Maokai,0.07,7889
Alistar,,Teemo,-0.05,3433
Alistar,,Nami,0.23,19813
Alistar,,Sona,0.89,7588
Alistar,,Renata Glasc,-0.34,2944
Alistar,,Ziggs,-3.30,960
Alistar,,Zyra,0.66,9858
Alistar,,Braum,0.51,14725
Alistar,,Vex,-3.49,445
Alistar,,Thresh,0.65,48256
Alistar,,Lulu,-0.53,20814
Alistar,,Karma,-1.11,13487
Alistar,,Bard,-1.27,12001
Alistar,,Annie,0.02,937
Alistar,,Galio,0.98,4612
Alistar,,Rell,1.76,16740
Alistar,,Syndra,-1.36,747
Alistar,,LeBlanc,-0.12,2398
Alistar,,Shaco,0.13,5511
Alistar,,Tahm Kench,0.25,13226
Alistar,,Ahri,-2.20,601
Alistar,,Rammus,1.10,536
Alistar,,Xerath,1.10,10537
Alistar,,Veigar,-1.62,2688
Alistar,,Fiddlesticks,0.95,2027
Alistar,,Fizz,-0.92,409
Alistar,,Gragas,-0.66,1020
Alistar,,Evelynn,0.56,152
Alistar,,Cho'Gath,-1.75,1093
Alistar,,Nidalee,-0.61,827
Alistar,,Jax,-1.17,622
Alistar,,Pyke,0.24,27066
Alistar,,Nautilus,1.73,46543
Alistar,,Pantheon,1.11,20285
Alistar,,Neeko,-0.26,6654
Alistar,,Sylas,0.65,6421
Alistar,,Rek'Sai,-0.46,118
Alistar,,Blitzcrank,2.20,27543
Alistar,,Kog'Maw,-0.49,175
Alistar,,Shen,2.37,7384
Alistar,,Anivia,-0.23,1691
Alistar,,Rumble,-3.15,186
Alistar,,Skarner,-0.19,1015
Alistar,,Zac,1.52,1200
Alistar,,Zoe,-0.25,2087
Alistar,,Kled,-1.36,149
Alistar,,Twisted Fate,1.77,790
Alistar,,Jarvan IV,1.91,1847
Alistar,,Elise,3.39,1516
Alistar,,Singed,0.14,625
Alistar,,Sion,2.87,1220
Alistar,,Viktor,-1.27,197
Alistar,,Camille,1.22,23205
Alistar,,Ivern,1.11,657
Alistar,,Wukong,1.67,373
Alistar,,Sett,0.88,1339
Alistar,,Malphite,1.33,3964
Alistar,,Trundle,0.07,578
Alistar,,Aurelion Sol,1.92,343
Alistar,,Mordekaiser,-2.93,381
Alistar,,Briar,0.17,414
Alistar,,Warwick,-1.45,118
Alistar,,K'Sante,-2.81,245
Alistar,,Jayce,0.26,270
Alistar,,Master Yi,1.04,382
Alistar,,Cassiopeia,-1.23,114
Alistar,,Volibear,-2.33,202
Alistar,,Lee Sin,-1.05,1188
Alistar,,Vayne,-6.33,137
Alistar,,Yuumi,1.91,15877
Alistar,,Ashe,0.76,3248
Alistar,,Malzahar,1.67,689
Alistar,,Locke,0.04,659
Alistar,,Ornn,1.42,346
Alistar,,Heimerdinger,3.90,978
Alistar,,Diana,-1.12,170
Alistar,,Jhin,-2.02,442
Alistar,,Kennen,4.04,388
Alistar,,Lissandra,3.71,860
Alistar,,Zed,-0.15,546
Alistar,,Nunu & Willump,2.07,576
Alistar,,Aatrox,-0.88,292
Alistar,,Mel,0.15,9556
Alistar,,Ezreal,-1.85,876
Alistar,,Karthus,1.89,210
Alistar,,Sejuani,4.69,388
Alistar,,Orianna,0.09,257
Alistar,,Twitch,-0.26,1570
Alistar,,Yasuo,-2.04,477
Alistar,,Katarina,-0.65,303
Alistar,,Dr. Mundo,2.82,357
Alistar,,Qiyana,3.42,326
Alistar,,Ekko,4.13,394
Alistar,,Kai'Sa,-2.51,184
Alistar,,Vi,4.48,962
Alistar,,Xin Zhao,2.85,239
Alistar,,Yorick,1.08,142
Alistar,,Miss Fortune,0.17,1506
Alistar,,Naafiri,2.61,230
Alistar,,Illaoi,1.71,156
Alistar,,Akshan,2.15,137
Alistar,,Rengar,4.67,484
Alistar,,Nasus,4.27,373
Alistar,,Akali,2.97,138
Alistar,,Darius,5.31,337
Alistar,,Kayle,8.75,158
Alistar,,Garen,2.60,218
Alistar,,Viego,7.52,159
Alistar,,Caitlyn,1.67,217
Alistar,,Yone,3.87,298
Alistar,,Varus,5.58,154
Amumu,,Ornn,-12.56,186
Amumu,,Mordekaiser,-4.26,4715
Amumu,,Kayle,-7.90,110
Amumu,,Olaf,-4.82,2624
Amumu,,Shyvana,-0.93,25642
Amumu,,Sion,-1.62,1006
Amumu,,Nasus,-1.50,12894
Amumu,,Lillia,-1.79,14260
Amumu,,Fizz,-2.41,2079
Amumu,,Rumble,-4.83,346
Amumu,,Dr. Mundo,-1.43,4095
Amumu,,Zaahen,-1.10,1897
Amumu,,Maokai,-2.05,1917
Amumu,,Aatrox,-1.14,3574
Amumu,,Tryndamere,-0.74,3311
Amumu,,Nocturne,-0.71,36673
Amumu,,Sylas,-2.59,24902
Amumu,,Zyra,-0.42,1927
Amumu,,Yorick,-1.43,830
Amumu,,Briar,0.72,27363
Amumu,,Trundle,-0.94,5008
Amumu,,Volibear,-1.11,7892
Amumu,,Cho'Gath,0.32,2522
Amumu,,Ambessa,-2.30,2775
Amumu,,Kayn,-0.70,43043
Amumu,,Jarvan IV,-0.75,16513
Amumu,,Shaco,-1.39,23355
Amumu,,Morgana,-1.42,1520
Amumu,,Ekko,-1.18,12426
Amumu,,Taliyah,-1.16,1101
Amumu,,Xin Zhao,-0.72,13546
Amumu,,Karthus,-2.43,4857
Amumu,,Gwen,-1.29,3367
Amumu,,Zac,-0.44,9073
Amumu,,Evelynn,-0.79,9250
Amumu,,Naafiri,-0.89,14531
Amumu,,Bel'Veth,0.72,15805
Amumu,,Teemo,0.31,4971
Amumu,,Brand,-2.76,1201
Amumu,,Shen,-0.34,1661
Amumu,,Jayce,-2.15,2240
Amumu,,Sejuani,0.84,9000
Amumu,,Wukong,1.90,19102
Amumu,,Vi,0.08,20393
Amumu,,Warwick,1.80,32990
Amumu,,Ivern,0.00,3175
Amumu,,Udyr,0.71,8392
Amumu,,Rammus,3.37,9838
Amumu,,Rek'Sai,0.56,2446
Amumu,,Jax,1.18,15183
Amumu,,Fiddlesticks,0.86,9629
Amumu,,Graves,0.75,32216
Amumu,,Diana,-0.38,14592
Amumu,,Zed,-1.91,6233
Amumu,,Taric,-0.73,146
Amumu,,Kindred,-0.51,9390
Amumu,,Singed,-1.12,485
Amumu,,Darius,2.79,3726
Amumu,,Lee Sin,-0.26,30223
Amumu,,Viego,1.65,46244
Amumu,,Talon,1.39,10646
Amumu,,Pantheon,0.10,3799
Amumu,,Master Yi,1.45,39407
Amumu,,Quinn,1.88,4538
Amumu,,Kha'Zix,0.44,13274
Amumu,,Vayne,-2.10,497
Amumu,,Elise,1.92,3850
Amumu,,Hecarim,0.93,11522
Amumu,,Aurelion Sol,-1.54,258
Amumu,,Poppy,2.66,1963
Amumu,,Sett,0.48,560
Amumu,,Nunu & Willump,1.85,9080
Amumu,,Gragas,2.28,1715
Amumu,,Malphite,2.66,5186
Amumu,,Kai'Sa,-3.19,264
Amumu,,Skarner,1.43,3639
Amumu,,Urgot,0.96,226
Amumu,,Riven,0.02,556
Amumu,,Nautilus,0.35,619
Amumu,,Camille,-0.08,347
Amumu,,Nidalee,2.89,4702
Amumu,,Yone,-0.85,381
Amumu,,Rengar,-0.05,13789
Amumu,,Garen,-0.77,764
Amumu,,Qiyana,1.87,5562
Amumu,,Tristana,-3.87,101
Amumu,,Neeko,4.85,260
Amumu,,Leona,-1.51,108
Amumu,,Twitch,-1.15,1209
Amumu,,Locke,0.11,7027
Amumu,,Tahm Kench,1.67,172
Amumu,,Zeri,4.37,147
Amumu,,Twisted Fate,0.06,153
Amumu,,Jhin,0.46,335
Amumu,,Galio,3.90,158
Amumu,,Yasuo,0.88,204
Amumu,,Malzahar,8.00,112
Annie,,Sion,-4.63,1171
Annie,,Aphelios,-9.06,117
Annie,,Mordekaiser,-2.15,501
Annie,,Naafiri,-4.94,6310
Annie,,Rumble,-4.51,181
Annie,,Tryndamere,-1.30,710
Annie,,Heimerdinger,-1.36,1137
Annie,,Nasus,-0.71,1425
Annie,,Neeko,-4.09,747
Annie,,Malzahar,-2.03,14634
Annie,,Veigar,-1.78,15051
Annie,,Syndra,-2.93,15789
Annie,,Quinn,-1.91,555
Annie,,Diana,-2.95,8462
Annie,,Fiora,-1.99,141
Annie,,Zilean,-1.06,472
Annie,,Fizz,-1.41,12738
Annie,,Xerath,-0.89,9306
Annie,,Kog'Maw,-2.26,416
Annie,,Lux,-1.46,10936
Annie,,Swain,-1.06,1568
Annie,,Xin Zhao,-2.20,429
Annie,,Ornn,-3.43,136
Annie,,Malphite,-1.18,1544
Annie,,Gwen,-0.27,1885
Annie,,Viktor,-0.96,14321
Annie,,Pantheon,-0.49,1641
Annie,,Illaoi,-0.31,189
Annie,,Jarvan IV,-2.37,108
Annie,,Garen,0.56,851
Annie,,Dr. Mundo,-3.05,334
Annie,,Vi,-2.89,170
Annie,,Nocturne,-0.64,120
Annie,,Tahm Kench,-0.61,211
Annie,,Ziggs,-1.59,1897
Annie,,Kled,1.37,194
Annie,,Vladimir,-0.73,7145
Annie,,Morgana,-0.51,1476
Annie,,Hwei,-0.50,7236
Annie,,Cho'Gath,-1.06,1019
Annie,,Seraphine,-3.06,577
Annie,,Gragas,0.34,633
Annie,,Vel'Koz,-0.18,1991
Annie,,Aurora,-1.89,4286
Annie,,Aurelion Sol,-0.54,3301
Annie,,Renekton,0.82,263
Annie,,Galio,-0.89,8194
Annie,,Yorick,-0.12,505
Annie,,Kassadin,-0.33,4486
Annie,,Ekko,0.10,7021
Annie,,Karthus,-0.93,335
Annie,,Twisted Fate,0.05,7150
Annie,,Riven,0.02,1040
Annie,,Zed,-0.83,17353
Annie,,Graves,-3.00,171
Annie,,Ambessa,1.21,397
Annie,,Briar,3.92,575
Annie,,Olaf,1.33,117
Annie,,Zyra,-0.20,475
Annie,,Wukong,1.26,184
Annie,,Ahri,0.94,26311
Annie,,Brand,1.06,2369
Annie,,Talon,-0.57,3674
Annie,,Anivia,0.42,3926
Annie,,Teemo,1.97,788
Annie,,LeBlanc,-0.27,8378
Annie,,Sylas,-0.02,13268
Annie,,Singed,5.96,349
Annie,,Gangplank,0.72,1201
Annie,,Pyke,-3.61,135
Annie,,Lissandra,1.58,8112
Annie,,Jhin,-1.49,461
Annie,,Sett,4.67,302
Annie,,Locke,-0.10,13327
Annie,,Vex,2.82,8701
Annie,,Katarina,1.14,16520
Annie,,Kayle,3.20,712
Annie,,Kennen,3.37,598
Annie,,Akshan,0.75,4903
Annie,,Akali,0.62,13401
Annie,,Aatrox,0.72,255
Annie,,Shen,3.23,149
Annie,,Jayce,0.16,1035
Annie,,Volibear,1.03,116
Annie,,Irelia,1.91,5426
Annie,,Qiyana,-0.51,3640
Annie,,Zaahen,1.79,129
Annie,,Zoe,1.42,4967
Annie,,K'Sante,0.33,132
Annie,,Orianna,-0.62,5334
Annie,,Fiddlesticks,4.71,177
Annie,,Nunu & Willump,1.26,333
Annie,,Mel,-0.82,7362
Annie,,Urgot,2.95,124
Annie,,Ryze,0.43,4933
Annie,,Nidalee,-0.78,127
Annie,,Yone,3.12,19591
Annie,,Yasuo,2.51,28289
Annie,,Cassiopeia,1.28,2689
Annie,,Tristana,1.53,1515
Annie,,Caitlyn,-0.02,629
Annie,,Camille,2.74,105
Annie,,Lee Sin,-1.07,219
Annie,,Taliyah,1.88,1777
Annie,,Zeri,1.73,104
Annie,,Zac,7.03,166
Annie,,Viego,4.25,372
Annie,,Master Yi,4.44,330
Annie,,Karma,2.56,322
Annie,,Jinx,2.03,103
Annie,,Kai'Sa,0.76,670
Annie,,Smolder,2.15,969
Annie,,Ashe,-0.35,378
Annie,,Azir,2.15,2779
Annie,,Vayne,4.42,277
Annie,,Draven,3.73,153
Annie,,Corki,1.93,420
Annie,,Miss Fortune,3.08,402
Annie,,Kalista,7.73,111
Annie,,Ezreal,1.00,1059
Annie,,Varus,3.46,459
Annie,,Darius,7.00,150
Annie,,Twitch,5.80,421
Annie,,Jax,8.35,166
Annie,,Lucian,3.83,382
Annie,,Senna,7.70,106
Anivia,,Jarvan IV,-7.92,156
Anivia,,Zilean,-3.20,561
Anivia,,Kalista,-4.71,138
Anivia,,Kled,-1.08,245
Anivia,,Briar,-0.37,663
Anivia,,Ornn,-4.88,152
Anivia,,Xerath,-1.56,10729
Anivia,,Vel'Koz,-2.72,2371
Anivia,,Ziggs,-3.26,2242
Anivia,,Gwen,-1.27,2027
Anivia,,Wukong,-2.15,190
Anivia,,Singed,2.24,498
Anivia,,Naafiri,-2.49,6231
Anivia,,Aurelion Sol,-2.38,4281
Anivia,,Ahri,-1.93,21756
Anivia,,Kog'Maw,-1.62,514
Anivia,,Garen,0.36,1019
Anivia,,Syndra,-1.57,15973
Anivia,,Veigar,-0.23,13974
Anivia,,Morgana,-1.10,1428
Anivia,,Fiddlesticks,0.04,189
Anivia,,Nidalee,-5.85,110
Anivia,,Malzahar,0.27,17240
Anivia,,Karthus,-2.13,335
Anivia,,Fizz,0.36,12116
Anivia,,Rumble,-1.09,254
Anivia,,Gragas,-0.07,700
Anivia,,Fiora,-0.03,132
Anivia,,Vi,-2.24,179
Anivia,,Nocturne,-0.05,146
Anivia,,Camille,-2.59,113
Anivia,,Hwei,-0.42,9042
Anivia,,Kayle,0.28,765
Anivia,,Kassadin,-1.02,4876
Anivia,,Quinn,0.57,614
Anivia,,Lux,0.41,10146
Anivia,,Viego,-1.56,353
Anivia,,Diana,-0.31,7958
Anivia,,Karma,-3.17,272
Anivia,,Annie,-0.42,3926
Anivia,,Katarina,-1.09,13067
Anivia,,Brand,0.07,2394
Anivia,,Zyra,-1.04,415
Anivia,,Twisted Fate,-0.15,9176
Anivia,,Swain,1.14,1904
Anivia,,Teemo,1.05,777
Anivia,,Illaoi,1.53,165
Anivia,,Viktor,0.99,19231
Anivia,,Ekko,0.34,6547
Anivia,,Riven,0.09,1137
Anivia,,Yorick,0.38,563
Anivia,,Smolder,-3.02,1333
Anivia,,Vayne,-1.61,316
Anivia,,Zed,-0.54,16855
Anivia,,Talon,-0.89,3617
Anivia,,Irelia,-0.22,5778
Anivia,,Yone,0.09,17404
Anivia,,Cho'Gath,0.70,1134
Anivia,,Volibear,-0.82,111
Anivia,,Lissandra,1.34,8853
Anivia,,Heimerdinger,4.09,1187
Anivia,,Seraphine,-1.09,548
Anivia,,Aurora,-0.13,4225
Anivia,,Akali,-0.31,12657
Anivia,,Galio,0.68,8000
Anivia,,Urgot,0.90,112
Anivia,,LeBlanc,0.02,7782
Anivia,,Jax,0.68,186
Anivia,,Zoe,-0.03,5060
Anivia,,Neeko,1.33,762
Anivia,,Tahm Kench,2.52,211
Anivia,,Yasuo,0.30,20277
Anivia,,Locke,-0.14,11937
Anivia,,Mordekaiser,4.88,517
Anivia,,Vladimir,2.52,8056
Anivia,,Sylas,0.90,15885
Anivia,,Qiyana,-1.25,3593
Anivia,,Graves,-1.33,180
Anivia,,Nasus,5.32,1857
Anivia,,Malphite,2.95,1468
Anivia,,Caitlyn,-2.02,624
Anivia,,Vex,3.29,6980
Anivia,,Olaf,3.13,129
Anivia,,Tristana,-0.22,1722
Anivia,,Taliyah,-0.06,2043
Anivia,,Jhin,-0.45,533
Anivia,,Gangplank,2.36,1357
Anivia,,Jayce,0.54,1321
Anivia,,Pantheon,4.14,1757
Anivia,,Orianna,-0.87,6263
Anivia,,Xin Zhao,3.07,415
Anivia,,Akshan,1.58,4333
Anivia,,Azir,-0.95,3638
Anivia,,Shen,3.86,186
Anivia,,Corki,-2.37,538
Anivia,,Tryndamere,6.57,801
Anivia,,Mel,-0.70,7597
Anivia,,Sion,4.69,1454
Anivia,,Master Yi,2.77,282
Anivia,,Pyke,-1.04,118
Anivia,,Renekton,5.18,357
Anivia,,Dr. Mundo,2.54,314
Anivia,,Kai'Sa,-0.80,682
Anivia,,Ryze,0.90,8102
Anivia,,Ashe,-1.92,324
Anivia,,Aphelios,0.71,102
Anivia,,Ambessa,5.06,482
Anivia,,Cassiopeia,1.64,4167
Anivia,,Kennen,5.86,653
Anivia,,Sett,7.93,313
Anivia,,Aatrox,3.69,372
Anivia,,Miss Fortune,0.82,377
Anivia,,Ezreal,-1.37,1237
Anivia,,Sivir,-1.71,121
Anivia,,Draven,2.54,130
Anivia,,Twitch,3.66,325
Anivia,,Zac,8.58,189
Anivia,,Zaahen,5.47,123
Anivia,,Zeri,3.56,126
Anivia,,Lucian,0.05,500
Anivia,,Varus,3.61,493
Anivia,,Darius,7.12,166
Anivia,,Nunu & Willump,6.73,504
Anivia,,K'Sante,6.16,140
Anivia,,Lee Sin,3.86,256
Aphelios,,Heimerdinger,-3.11,710
Aphelios,,Lux,-3.52,4175
Aphelios,,Vel'Koz,-3.11,2327
Aphelios,,Seraphine,-2.10,9265
Aphelios,,Xerath,-2.70,9982
Aphelios,,Sett,-3.96,210
Aphelios,,Nilah,-1.78,4095
Aphelios,,Hwei,-1.65,4462
Aphelios,,Zyra,-3.05,517
Aphelios,,Karthus,-0.36,1489
Aphelios,,Swain,-0.67,3852
Aphelios,,Briar,-2.66,169
Aphelios,,Ziggs,-1.24,17201
Aphelios,,Viktor,-1.22,10983
Aphelios,,Kog'Maw,-0.85,7094
Aphelios,,Veigar,0.55,8199
Aphelios,,Vladimir,-1.19,1760
Aphelios,,Tahm Kench,0.52,802
Aphelios,,Quinn,-4.02,270
Aphelios,,Twitch,-1.50,19513
Aphelios,,Katarina,0.01,2457
Aphelios,,Aurelion Sol,1.06,1744
Aphelios,,Nasus,-4.68,130
Aphelios,,Samira,-1.76,21415
Aphelios,,Jinx,-0.25,57107
Aphelios,,Syndra,-1.49,8915
Aphelios,,Aurora,-3.00,298
Aphelios,,Miss Fortune,-0.73,57327
Aphelios,,Brand,1.31,3488
Aphelios,,Yasuo,-0.23,6897
Aphelios,,Xayah,0.04,13832
Aphelios,,Senna,1.00,8763
Aphelios,,Olaf,1.71,261
Aphelios,,Ashe,-0.94,34122
Aphelios,,Mordekaiser,-1.31,171
Aphelios,,Gwen,2.01,189
Aphelios,,Orianna,-4.34,266
Aphelios,,Lissandra,-2.88,274
Aphelios,,Teemo,1.07,1183
Aphelios,,Caitlyn,-0.90,82402
Aphelios,,Master Yi,2.43,442
Aphelios,,Smolder,1.59,18743
Aphelios,,Vex,-0.62,295
Aphelios,,Tristana,0.56,29715
Aphelios,,Jhin,-0.09,61744
Aphelios,,Zeri,1.51,11619
Aphelios,,Singed,2.47,205
Aphelios,,Fizz,0.45,209
Aphelios,,Kayle,0.25,127
Aphelios,,Draven,-0.41,12386
Aphelios,,Sivir,1.14,13497
Aphelios,,Corki,-0.45,4895
Aphelios,,Riven,0.42,146
Aphelios,,Malzahar,2.35,1812
Aphelios,,Yunara,0.31,23857
Aphelios,,Varus,-1.97,10408
Aphelios,,Mel,-1.45,12520
Aphelios,,Cassiopeia,-0.09,1321
Aphelios,,Taliyah,-0.52,758
Aphelios,,Kindred,-1.88,217
Aphelios,,Lucian,0.27,28626
Aphelios,,Fiora,4.10,263
Aphelios,,Neeko,-2.56,170
Aphelios,,Sion,1.36,422
Aphelios,,Jayce,-1.97,339
Aphelios,,Vayne,2.35,21442
Aphelios,,Viego,3.81,938
Aphelios,,Twisted Fate,-0.74,635
Aphelios,,Kai'Sa,2.39,83873
Aphelios,,Zilean,1.52,144
Aphelios,,Graves,0.69,193
Aphelios,,Yone,2.85,1148
Aphelios,,Kalista,1.68,5955
Aphelios,,Naafiri,3.78,311
Aphelios,,Ezreal,0.12,52090
Aphelios,,Anivia,2.13,515
Aphelios,,Irelia,2.44,597
Aphelios,,Morgana,1.46,386
Aphelios,,Nidalee,-5.53,106
Aphelios,,Ahri,4.39,533
Aphelios,,Sylas,0.09,812
Aphelios,,Ekko,4.13,262
Aphelios,,Locke,1.90,758
Aphelios,,Cho'Gath,1.94,296
Aphelios,,Annie,4.67,236
Aphelios,,Akshan,3.92,488
Aphelios,,Dr. Mundo,3.74,175
Aphelios,,Pantheon,2.44,239
Aphelios,,Darius,0.70,149
Aphelios,,Ryze,4.20,276
Aphelios,,Zed,5.50,313
Aphelios,,Jax,4.77,124
Aphelios,,Malphite,1.81,160
Aphelios,,Garen,4.57,145
Aphelios,,Kennen,4.15,112
Aphelios,,LeBlanc,2.84,187
Aphelios,,Azir,3.31,227
Aphelios,,Gangplank,4.03,114
Aphelios,,Akali,1.91,322
Aphelios,,Zoe,5.38,246
Aphelios,,Diana,5.86,136
Aphelios,,Aatrox,5.13,152
Aphelios,,Rengar,5.59,190
Ashe,,Olaf,-8.90,474
Ashe,,Briar,-5.92,420
Ashe,,Volibear,-9.08,124
Ashe,,Karthus,-2.39,3146
Ashe,,Aurelion Sol,-2.51,3851
Ashe,,Talon,-10.69,102
Ashe,,Wukong,-6.61,167
Ashe,,Master Yi,-2.22,987
Ashe,,Hwei,-1.68,9128
Ashe,,Swain,-1.30,9131
Ashe,,Gwen,-1.73,493
Ashe,,Seraphine,-0.87,20694
Ashe,,Xerath,-1.49,20819
Ashe,,Brand,-1.04,9345
Ashe,,Katarina,-1.21,5193
Ashe,,Veigar,-0.25,20486
Ashe,,Heimerdinger,-0.47,1875
Ashe,,Mordekaiser,-4.12,471
Ashe,,Fiora,-1.30,497
Ashe,,Lux,-0.73,10213
Ashe,,Kayle,-3.64,368
Ashe,,Tryndamere,-4.63,230
Ashe,,Tahm Kench,0.33,2088
Ashe,,Fizz,-2.96,562
Ashe,,Teemo,-1.37,3459
Ashe,,Twitch,-1.67,51416
Ashe,,Jarvan IV,-6.24,178
Ashe,,Zaahen,-5.94,108
Ashe,,Ziggs,-0.61,38166
Ashe,,Singed,-0.44,463
Ashe,,Nilah,0.28,9253
Ashe,,Kog'Maw,-0.20,15250
Ashe,,Ahri,-1.83,1437
Ashe,,Senna,-0.07,22153
Ashe,,Ekko,-2.36,593
Ashe,,Viktor,0.22,20451
Ashe,,Naafiri,-1.05,774
Ashe,,Tristana,-1.08,82938
Ashe,,Sion,-2.30,921
Ashe,,Yasuo,-0.38,15906
Ashe,,Viego,-0.15,1685
Ashe,,Vel'Koz,0.77,4787
Ashe,,Smolder,0.24,44587
Ashe,,Irelia,-2.64,1223
Ashe,,Miss Fortune,-0.49,183434
Ashe,,Jinx,0.36,133304
Ashe,,Malzahar,0.51,4702
Ashe,,Annie,-1.48,638
Ashe,,Zilean,-2.27,288
Ashe,,Sylas,-4.78,1829
Ashe,,Yone,-0.94,2475
Ashe,,Aurora,-2.13,712
Ashe,,Ambessa,-1.84,181
Ashe,,Zeri,0.57,21996
Ashe,,Zyra,0.81,1104
Ashe,,Jax,-3.01,275
Ashe,,Anivia,-1.52,1050
Ashe,,Samira,0.10,50603
Ashe,,Syndra,-0.05,16759
Ashe,,Xayah,1.09,32131
Ashe,,Cassiopeia,-1.35,2746
Ashe,,Kennen,-3.86,326
Ashe,,Jhin,0.12,150232
Ashe,,Caitlyn,-0.05,225889
Ashe,,Shen,1.47,239
Ashe,,Vladimir,2.12,3477
Ashe,,Vayne,0.69,55521
Ashe,,Sett,1.67,552
Ashe,,Locke,-2.27,1808
Ashe,,Sivir,1.14,35591
Ashe,,Pantheon,-2.43,668
Ashe,,Yunara,0.22,50566
Ashe,,Mel,-1.62,35635
Ashe,,Aphelios,0.94,34122
Ashe,,Diana,-2.72,367
Ashe,,Quinn,-0.02,890
Ashe,,Kai'Sa,0.96,160344
Ashe,,Morgana,-1.02,1248
Ashe,,Zed,0.17,670
Ashe,,Gragas,-4.24,119
Ashe,,Nasus,-0.82,328
Ashe,,Kled,0.90,132
Ashe,,Corki,0.54,9508
Ashe,,Draven,0.80,28411
Ashe,,Twisted Fate,-1.31,1518
Ashe,,Vex,1.51,753
Ashe,,Malphite,-3.61,440
Ashe,,Kalista,1.01,15868
Ashe,,Yorick,-0.26,306
Ashe,,Lucian,1.06,61261
Ashe,,Taliyah,0.89,1425
Ashe,,Ezreal,-0.15,120581
Ashe,,LeBlanc,-2.38,460
Ashe,,Orianna,-0.46,661
Ashe,,Aatrox,-2.27,339
Ashe,,Varus,0.21,27145
Ashe,,Akshan,1.90,1312
Ashe,,Lissandra,1.26,607
Ashe,,Galio,0.18,279
Ashe,,Akali,-3.79,696
Ashe,,Vi,-1.57,138
Ashe,,Jayce,0.32,753
Ashe,,Xin Zhao,0.83,249
Ashe,,Neeko,0.66,444
Ashe,,Gnar,-3.29,194
Ashe,,Cho'Gath,2.14,802
Ashe,,Darius,0.40,419
Ashe,,Qiyana,3.96,175
Ashe,,Dr. Mundo,3.95,419
Ashe,,Azir,0.61,512
Ashe,,Riven,5.66,297
Ashe,,Garen,2.68,366
Ashe,,Gangplank,1.52,297
Ashe,,Trundle,1.30,174
Ashe,,Kindred,2.87,561
Ashe,,Pyke,0.46,255
Ashe,,Zoe,2.63,578
Ashe,,Lee Sin,-1.30,242
Ashe,,Graves,4.65,435
Ashe,,Camille,-0.19,182
Ashe,,Illaoi,2.06,116
Ashe,,Ryze,6.21,604
Ashe,,Rengar,1.44,511
Ashe,,Urgot,6.85,242
Ashe,,Nidalee,-0.03,314
Ashe,,Lulu,-4.73,102
Ashe,,Shaco,2.65,118
Ashe,,Soraka,7.82,117
Ashe,,Thresh,1.02,275
Ashe,,Renekton,8.35,100
Ashe,,Nautilus,0.48,134
Ashe,,Blitzcrank,0.22,178
Ashe,,Karma,11.76,165
Aurelion Sol,,Fizz,-5.28,11715
Aurelion Sol,,Briar,-2.96,549
Aurelion Sol,,Yone,-6.19,16504
Aurelion Sol,,Heimerdinger,-2.52,1344
Aurelion Sol,,Naafiri,-5.24,5630
Aurelion Sol,,Kled,-2.25,180
Aurelion Sol,,Kennen,-3.79,633
Aurelion Sol,,Nocturne,-3.83,128
Aurelion Sol,,Riven,-4.78,1016
Aurelion Sol,,Quinn,-2.94,585
Aurelion Sol,,Tahm Kench,-2.76,220
Aurelion Sol,,Xerath,-1.52,7762
Aurelion Sol,,Viego,-4.08,328
Aurelion Sol,,Zed,-3.97,11807
Aurelion Sol,,Mordekaiser,0.08,501
Aurelion Sol,,Kassadin,-2.44,4480
Aurelion Sol,,Ahri,-1.62,16717
Aurelion Sol,,Hwei,-1.42,6613
Aurelion Sol,,Kayle,-0.66,758
Aurelion Sol,,Sett,1.15,267
Aurelion Sol,,Gragas,-0.55,599
Aurelion Sol,,Vi,-2.82,198
Aurelion Sol,,Gwen,0.12,2096
Aurelion Sol,,Tristana,-4.20,1573
Aurelion Sol,,Xin Zhao,-1.20,429
Aurelion Sol,,Vel'Koz,-0.72,1949
Aurelion Sol,,Master Yi,-1.64,327
Aurelion Sol,,Akshan,-2.20,3525
Aurelion Sol,,Tryndamere,2.60,694
Aurelion Sol,,Ekko,-0.36,6401
Aurelion Sol,,Zilean,1.46,509
Aurelion Sol,,Camille,-2.21,103
Aurelion Sol,,Nunu & Willump,-2.37,326
Aurelion Sol,,Graves,-3.76,167
Aurelion Sol,,Irelia,-1.13,5005
Aurelion Sol,,Veigar,1.36,15533
Aurelion Sol,,Katarina,-1.00,11554
Aurelion Sol,,Viktor,0.72,13670
Aurelion Sol,,Morgana,0.33,1426
Aurelion Sol,,Vladimir,0.53,6320
Aurelion Sol,,Diana,0.09,7293
Aurelion Sol,,Jayce,-2.28,1034
Aurelion Sol,,Sylas,-0.99,12271
Aurelion Sol,,Lux,1.23,9663
Aurelion Sol,,Garen,2.44,882
Aurelion Sol,,Ambessa,0.90,424
Aurelion Sol,,Jarvan IV,-0.43,189
Aurelion Sol,,Pantheon,1.60,1617
Aurelion Sol,,Ziggs,0.41,2053
